,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2017),3604148,It (2017) ,小丑回魂 It,剧情,恐怖,儿童,7.3,79163,14.7%,43.2%,35.1%,5.6%,1.3%,美国,加拿大,1326370,1022798,1341335,1380977,1379835,1359349,1380978,1380979,1343727,1372361,1362445,1380980,1380981,1380982,1350047,1380983,1380984,1380985,1380986,1014105,1380987,1326373,1148731,1247131,1326374,1076749,"https://ia.media-imdb.com/images/M/MV5BZDVkZmI0YzAtNzdjYi00ZjhhLWE1ODEtMWMzMWMzNDA0NmQ4XkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
