,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2011),3742993,Pina (2011) ,皮娜 Pina,纪录片,歌舞,8.7,10426,51.0%,35.7%,11.6%,1.3%,0.4%,德国,法国,英国,1054402,1342174,1342175,1342176,1342177,1023471,1342239,1342240,1342241,1342242,1342243,1342244,1342245,1342246,1342247,1324369,"https://ia.media-imdb.com/images/M/MV5BMTMyMTI1NDA5MV5BMl5BanBnXkFtZTcwNzM1NTY5Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
