,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),6021916,Warm Bodies (2013) ,血肉之躯 Warm Bodies,喜剧,爱情,恐怖,7.3,74402,15.3%,42.2%,36.4%,5.2%,0.9%,美国,1306063,1036341,1031836,1041013,1017991,1268721,1006978,1040665,"https://ia.media-imdb.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43,43.16667175292969,1298,1960.9999542236328_UX182_CR0,0,182,268_AL_.jpg"
