,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2013),6803494,Rush (2013) ,极速风流 Rush,剧情,传记,运动,8.7,81111,48.7%,41.0%,9.4%,0.7%,0.2%,英国,美国,德国,1031844,1021959,1053566,1031795,1040688,1004607,1018504,1317471,1297725,1049937,1274941,1137269,1268132,1152402,"https://ia.media-imdb.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
