,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2014),6390823,Captain America: The Winter Soldier (2014) ,美国队长2 Captain America: The Winter Soldier,动作,科幻,冒险,7.9,227583,24.1%,49.6%,23.9%,1.9%,0.4%,美国,1321812,1320870,1017885,1054453,1021985,1027217,1000051,1044902,1053617,1054408,1000018,1126747,1100321,1013888,1107884,1036466,1240853,1036574,1067776,1036774,1324856,1220708,"https://ia.media-imdb.com/images/M/MV5BMjM2NzUzNzQwNl5BMl5BanBnXkFtZTgwMDQ1MDkwMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
