,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2011),6771529,The Raid: Redemption (2011) ,突袭 The Raid,动作,惊悚,犯罪,7.6,40190,19.1%,46.2%,29.3%,4.2%,1.2%,印度尼西亚,美国,1320029,1319990,1319991,1319994,1319992,1319993,1341926,"https://ia.media-imdb.com/images/M/MV5BZGIxODNjM2YtZjA5Mi00MjA5LTk2YjItODE0OWI5NThjNTBmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
