,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2011),4812830,Kuiba (2011) ,魁拔之十万火急,动画,儿童,奇幻,冒险,7.8,40066,25.2%,44.6%,25.3%,3.6%,1.3%,中国大陆,1319345,1000744,1020051,1019264,1015315,1312930,"https://ia.media-imdb.com/images/M/MV5BMTIwMDE0YjgtNDQ0My00NmJhLWJkZjUtZmJhZTliM2Q0Y2EyXkEyXkFqcGdeQXVyNjU3ODUxMTc@._V1_UY268_CR5,0,182,268_AL_.jpg"
