,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),3592854,Mad Max: Fury Road (2015) ,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,动作,科幻,冒险,8.5,215064,46.0%,37.8%,13.5%,2.0%,0.8%,澳大利亚,美国,1056046,1049489,1018991,1036341,1279533,1234202,1022750,1229502,1244315,1237039,1262105,1341732,1334194,1074257,1022951,1349633,"https://ia.media-imdb.com/images/M/MV5BYTY2MTlhMTItZGFiOS00ZGM5LTlhYjUtZWU4NmZmOWJmNzc0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
