,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),4196129,Tenshi no koi (2009) ,天使之恋 天使の恋,剧情,7.4,85862,18.8%,41.5%,33.6%,5.1%,0.9%,日本,1317604,1005472,1159106,1274421,1315833,1033761,1312904,1008302,1051724,1054163,1015748,"https://ia.media-imdb.com/images/M/MV5BODJkNDFmY2UtM2MwMS00ZmU4LTk2NzctMjIyOTg5YjczZGU1XkEyXkFqcGdeQXVyNDk4OTYxNjA@._V1_UY268_CR4,0,182,268_AL_.jpg"
