,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2010),4271894,Fei cheng wu rao 2 (2010) ,非诚勿扰2,喜剧,爱情,6.5,235250,7.6%,27.8%,49.2%,12.6%,2.8%,中国大陆,1274255,1000905,1138320,1053581,1029395,1275280,1274884,1007401,1276031,1276032,1276033,1274699,1276034,1276035,1322963,1274252,"https://ia.media-imdb.com/images/M/MV5BMTk4ODc2NjQ4NV5BMl5BanBnXkFtZTgwMDQ0NTA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
