,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2018),6390825,Black Panther (2018) ,黑豹 Black Panther,动作,科幻,冒险,6.7,133313,8.5%,31.4%,48.6%,9.5%,2.0%,美国,1326531,1327680,1334862,1107320,1308787,1049612,1316928,1356810,1362864,1325589,1025214,1053567,1002708,1357653,1357828,1325400,1389035,"https://ia.media-imdb.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
