,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,poster
0,(2012),6872244,Fei yue lao ren yuan (2012) ,飞越老人院,剧情,喜剧,7.8,37177,26.2%,44.4%,25.3%,3.6%,0.7%,中国大陆,1301697,1313235,1168676,1289992,1040392,1181025,1274429,1316770,1313550,1275893,1274722,1287050,1035221,1316751,1274899,1321149,1356651,1319187,1276119,1319188,1356652,1317940,1314327,1275967,1336521,1274914,1007401,1017207,"https://ia.media-imdb.com/images/M/MV5BZmQ2MDQ1Y2EtNDVkYy00NzI3LWEzYTUtZmE2Y2VlMGIxOTFhXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
