,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2013),10482125,Don Jon (2013) ,唐璜 Don Jon,剧情,喜剧,爱情,6.3,37048,5.0%,22.0%,56.1%,14.9%,2.0%,美国,1101703,1101703,1054453,1054519,1048154,1031988,1027194,1279455,1001059,1040562,1278691,1031224,1048027,1241121,"https://ia.media-imdb.com/images/M/MV5BMTQxNTc3NDM2MF5BMl5BanBnXkFtZTcwNzQ5NTQ3OQ@@._V1._CR28,28.649993896484375,1271,1991.0000305175781_UX182_CR0,0,182,268_AL_.jpg"
