,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2010),4133988,Cheung wong chi wong (2010) ,枪王之王,动作,悬疑,惊悚,6.6,105767,4.7%,30.0%,56.2%,8.2%,1.0%,香港,中国大陆,1274289,1027577,1027502,1040990,1041425,1019343,1033102,1122837,1274279,1162139,"https://ia.media-imdb.com/images/M/MV5BMjM1NDc5OTc1NF5BMl5BanBnXkFtZTgwMzE4NjI2MDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
