,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2018),6874741,Wu Wen Xi Dong (2018) ,无问西东,剧情,爱情,战争,7.7,227483,27.7%,39.4%,24.6%,6.0%,2.2%,中国大陆,1313682,1041014,1041404,1077991,1045243,1316875,1313358,1313650,1275431,1032117,1274722,1335594,1274516,1338842,1349244,1316086,1336356,1325511,1313886,1337020,1371530,1357288,1335184,1350175,"https://ia.media-imdb.com/images/M/MV5BODk2ZDJlMjktZmU2MS00YWEzLWJiZTgtZDFmOTJiZWQyMWUzXkEyXkFqcGdeQXVyMjI2NDY1MjQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
