,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),6536180,The Hidden Face (2011) ,黑暗面 La cara oculta,剧情,悬疑,惊悚,8.1,88728,27.1%,52.9%,18.6%,1.2%,0.2%,哥伦比亚,西班牙,1304837,1000963,1032704,1314501,1019212,1345802,1098120,1345842,1062307,"https://ia.media-imdb.com/images/M/MV5BMDU4ZWJjNGItOWVmOC00MDQ4LWExNzEtNzlhMDJmMjc4ZGVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR2,0,182,268_AL_.jpg"
