,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),3586996,Seven Thirty-Seven             ,绝命毒师  第二季 Breaking Bad Season 2,剧情,犯罪,9.0,63399,58.9%,33.6%,7.0%,0.4%,0.1%,美国,1048279,1321831,1031807,1019175,1291538,1276194,1037154,1016756,1032758,1321722,1279570,1031807,1049498,1091090,1036308,1315784,"https://ia.media-imdb.com/images/M/MV5BMWU5NGQ4ZDMtZWMwOC00YWJmLWIwZmYtMDIxNTgxZmQwMGUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_UY268_CR147,0,182,268_AL_.jpg"
