,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,poster
0,(2009),4074158,Logorama (2009) ,商标的世界 Logorama,动作,动画,短片,犯罪,8.1,33978,29.3%,48.0%,20.7%,1.7%,0.3%,法国,"https://ia.media-imdb.com/images/M/MV5BMTc4Mjc5NjA4MV5BMl5BanBnXkFtZTgwNDIzNDA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
