,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),4304402,Elite Squad: The Enemy Within (2010) ,精英部队2：大敌当前 Tropa de Elite 2 - O Inimigo Agora É Outro,剧情,动作,惊悚,犯罪,8.7,46269,49.3%,38.0%,11.2%,1.1%,0.3%,巴西,1023090,1009708,1310864,1037469,1232676,1041944,1018330,"https://ia.media-imdb.com/images/M/MV5BZjgzNGRlM2YtMDU1OC00ZWYxLWE0MzItNGNhOWQwYjg5NDkwXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
