,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2017),3914513,The Greatest Showman (2017) ,马戏之王 The Greatest Showman,剧情,歌舞,传记,7.8,71855,24.7%,46.3%,25.9%,2.7%,0.4%,美国,1344735,1010508,1049491,1016676,1325576,1088314,1387859,1387860,1386709,1387861,1374708,1188686,1387862,1387863,1388112,1388113,1388114,1388115,1325832,1160502,"https://ia.media-imdb.com/images/M/MV5BYjQ0ZWJkYjMtYjJmYS00MjJiLTg3NTYtMmIzN2E2Y2YwZmUyXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
