,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3718447,"A Woman, a Gun and a Noodle Shop (2009) ",三枪拍案惊奇,剧情,4.6,76958,2.4%,8.4%,31.6%,32.6%,25.0%,中国大陆,香港,1054398,1274081,1274496,1053581,1274306,1276009,1276013,1274296,"https://ia.media-imdb.com/images/M/MV5BMTA2ODA3OTA3MzZeQTJeQWpwZ15BbWU3MDc4NzQyNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
