,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2011),4724739,Dan sun nam nui (2011) ,单身男女 單身男女,喜剧,爱情,6.8,224571,8.9%,34.4%,45.2%,9.3%,2.2%,香港,1160186,1027577,1027502,1018980,1274279,1045571,1005727,1274760,"https://ia.media-imdb.com/images/M/MV5BMjE5MTQwNzM1MV5BMl5BanBnXkFtZTgwNzgyNTA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
