,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2010),3596502,Tang shan da di zhen (2010) ,唐山大地震,剧情,历史,灾难,7.5,220077,17.1%,45.4%,31.9%,4.3%,1.3%,中国大陆,香港,1274255,1017207,1016668,1274252,1045565,1274254,1364602,1275649,1309215,1014781,1274258,1274256,1274711,1276041,1276110,1365689,"https://ia.media-imdb.com/images/M/MV5BMjEzMTg1MTYxMF5BMl5BanBnXkFtZTcwMzI5MDMwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
