,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2010),3732780,Di 36 ge gu shi (2010) ,第36个故事 第36個故事,剧情,喜剧,7.6,127834,21.6%,44.2%,29.7%,3.9%,0.6%,台湾,1302022,1215287,1275283,1006354,1389672,1314465,1332910,1389673,1389674,"https://ia.media-imdb.com/images/M/MV5BZGE1ZjhmZWQtZTg0NC00OWFlLWFlNDgtMGUxN2Y0ZTBkNmMwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
