,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),10450713,Grace of Monaco (2014) ,摩纳哥王妃 Grace of Monaco,剧情,爱情,传记,6.7,59725,8.2%,31.0%,51.4%,8.5%,1.0%,法国,美国,比利时,意大利,瑞士,1009753,1054442,1025136,1009262,1025176,1040522,1045007,1027866,1013816,1054793,1314355,1116923,1275015,1000611,"https://ia.media-imdb.com/images/M/MV5BZjFlY2YxOWEtZWQ1NS00OWZjLWJjZjUtNDBjOGRhYzNhZjM4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY268_CR7,0,182,268_AL_.jpg"
