,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2009),3908423,Summer Wars (2009) ,夏日大作战 サマーウォーズ,喜剧,科幻,动画,家庭,冒险,8.6,108187,46.8%,37.8%,13.7%,1.4%,0.4%,日本,1274299,1185637,1274977,1088303,1020236,1037854,1366469,1047386,1380267,1250852,1380268,1008442,1054358,1380269,1312824,1380270,1324102,1016451,1025561,1380282,1380283,1316187,1332733,1274336,1380284,1319649,1317513,1380285,1380286,"https://ia.media-imdb.com/images/M/MV5BMTYyOTk3OTQzM15BMl5BanBnXkFtZTcwMjU4NDYyNA@@._V1_UY268_CR0,0,182,268_AL_.jpg"
