,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2014),4881607,Sa jiao nu ren zui hao ming (2014) ,撒娇女人最好命,喜剧,爱情,5.7,127197,3.9%,17.0%,48.6%,22.9%,7.6%,中国大陆,香港,1000148,1027798,1041404,1275764,1319858,1320834,"https://ia.media-imdb.com/images/M/MV5BMTUxNDY4MDA1NF5BMl5BanBnXkFtZTgwMjI3OTE0MzE@._V1_UY268_CR0,0,182,268_AL_.jpg"
