,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2016),5262339,Genius (2016) ,天才捕手 Genius,剧情,传记,7.4,29542,15.1%,46.2%,35.2%,3.2%,0.4%,英国,美国,1353395,1031223,1010510,1054442,1053572,1035672,1027173,1317680,1045054,"https://ia.media-imdb.com/images/M/MV5BMjMwNzM3NzY0M15BMl5BanBnXkFtZTgwODMwMjQ1ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
