,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,poster
0,(2011),4913185,Carnage (2011) ,杀戮 Carnage,剧情,喜剧,8.2,41882,33.6%,47.4%,16.5%,2.1%,0.5%,法国,德国,波兰,西班牙,1054420,1031222,1054446,1054405,1017907,"https://ia.media-imdb.com/images/M/MV5BMTc4MjAyMDUwNl5BMl5BanBnXkFtZTcwOTQwMDMwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
