,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2010),3287562,Despicable Me (2010) ,神偷奶爸 Despicable Me,喜剧,动画,冒险,8.5,403992,40.4%,45.5%,13.3%,0.7%,0.1%,美国,法国,1313061,1295449,1054391,1013759,1017888,1041081,1044709,1022588,1044716,1313064,1313065,1313061,1295449,1013808,1018002,1013797,1009334,1174693,1313062,1275017,"https://ia.media-imdb.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
