,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,poster
0,(2011),4728584,Mei li ren sheng (2011) ,不再让你孤单,剧情,爱情,7.0,92546,12.0%,36.0%,42.0%,8.4%,1.6%,香港,中国大陆,1106979,1000572,1138320,1274859,1275659,"https://ia.media-imdb.com/images/M/MV5BMjMyNTM4OTk2NV5BMl5BanBnXkFtZTgwNjUzNDkyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
