,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(1995),3286528,The One with Ross's New Girlfriend             ,老友记 第二季 Friends Season 2,喜剧,爱情,9.7,51768,87.0%,11.5%,1.4%,0.1%,0.0%,美国,1010723,1016678,1040995,1040992,1013783,1048025,1041115,"https://ia.media-imdb.com/images/M/MV5BMTUwMTY5NzQ0N15BMl5BanBnXkFtZTgwODEzMzYzMzE@._V1_UY268_CR87,0,182,268_AL_.jpg"
