,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2010),3986493,Sherlock             ,神探夏洛克 第一季 Sherlock Season 1,剧情,悬疑,犯罪,9.3,238614,70.0%,25.0%,4.5%,0.4%,0.1%,英国,1055546,1290520,1009405,1049612,1009379,1274365,1027973,1160302,1315427,1025337,"https://ia.media-imdb.com/images/M/MV5BMWY3NTljMjEtYzRiMi00NWM2LTkzNjItZTVmZjE0MTdjMjJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTQ4NTc5OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
