,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2013),5265471,Only Lovers Left Alive (2013) ,唯爱永生 Only Lovers Left Alive,剧情,爱情,奇幻,7.5,24328,21.6%,39.8%,31.0%,6.0%,1.5%,德国,美国,英国,法国,塞浦路斯,1041006,1025152,1004596,1053562,1025135,1036484,1004587,"https://ia.media-imdb.com/images/M/MV5BMTY0NTQ1NjA0OV5BMl5BanBnXkFtZTgwMDg5NjkzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
