,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2008),3566709,Signs (2008) ,信号 Signs,爱情,短片,8.6,31232,44.7%,42.0%,12.5%,0.7%,0.1%,澳大利亚,1328352,1137635,1302770,"https://ia.media-imdb.com/images/M/MV5BMzRjZmY3OGUtNWM1OC00NjI2LTlmYTYtOTA3ZmQxMTdjZTE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
