,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4164444,127 Hours (2010) ,127小时 127 Hours,剧情,传记,冒险,8.1,92730,27.5%,52.4%,18.8%,1.1%,0.2%,美国,英国,1054404,1019001,1009234,1031801,1044877,1161250,1036434,1049825,1313533,1313534,1313535,"https://ia.media-imdb.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
