,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2011),4135434,Snow Flower and the Secret Fan (2011) ,雪花秘扇 Snow Flower and the Secret Fan,剧情,历史,5.6,59498,4.1%,15.3%,46.9%,26.2%,7.5%,中国大陆,美国,1014195,1040990,1035649,1274290,1004773,1010508,1036695,"https://ia.media-imdb.com/images/M/MV5BMTU2NzEzNTYzNl5BMl5BanBnXkFtZTcwOTU4MTA3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
