,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2013),6560058,Thor: The Dark World (2013) ,雷神2：黑暗世界 Thor: The Dark World,动作,奇幻,冒险,7.3,151087,14.7%,42.7%,37.6%,4.3%,0.7%,美国,1298974,1021959,1054454,1004596,1054434,1006990,1031881,1027147,1019007,1036630,1049501,1004610,1060757,1018976,1017918,1055814,1036706,1319208,1031755,1025060,1004674,1041005,1013888,"https://ia.media-imdb.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
