,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),3654340,The Hangover Part II (2011) ,宿醉2 The Hangover Part II,喜剧,6.8,83876,8.7%,31.4%,50.0%,8.5%,1.2%,美国,1036390,1013757,1027137,1004575,1000068,1009257,1275017,1036390,1009368,1316450,"https://ia.media-imdb.com/images/M/MV5BMTM2MTM4MzY2OV5BMl5BanBnXkFtZTcwNjQ3NzI4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
