,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2010),3346464,Letters to Juliet (2010) ,给朱丽叶的信 Letters to Juliet,剧情,喜剧,爱情,7.6,64641,18.0%,46.3%,32.2%,3.0%,0.5%,美国,1274273,1053586,1041009,1083734,1004576,1081264,"https://ia.media-imdb.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
