,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2015),10533913,Inside Out (2015) ,头脑特工队 Inside Out,喜剧,动画,冒险,8.7,239274,49.3%,36.9%,12.4%,1.2%,0.3%,美国,1022803,1282165,1049515,1150089,1041144,1017902,1049742,1009334,1343584,1053615,1031874,1056172,1204579,1345702,1097757,1019054,1348615,1027333,1002680,1057634,1350745,1031815,1057987,1350746,1348618,1131524,1348620,"https://ia.media-imdb.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
