,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2011),6313765,La Luna (2011) ,月神 La Luna,动画,短片,奇幻,9.0,47498,57.5%,34.4%,7.7%,0.3%,0.1%,美国,1320935,1320934,1284287,1332863,"https://ia.media-imdb.com/images/M/MV5BZThmZjNjOTctNjhjNy00OGE5LTlhODEtNTRkMWE3NzJjMjdmXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
