,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2014),3927734,The Lego Movie (2014) ,乐高大电影 The Lego Movie,喜剧,动画,冒险,7.9,39198,26.3%,45.5%,24.4%,3.1%,0.7%,美国,澳大利亚,丹麦,1290316,1119399,1017967,1009242,1004571,1044709,1031220,1054534,1031224,1009365,1312967,1004621,1036302,1000018,1365896,1032150,1019039,1002757,1170343,1032069,1350619,1017991,1316713,"https://ia.media-imdb.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
