,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2012),7152895,"Kirishima, bukatsu yamerutteyo (2012) ",听说桐岛要退部 桐島、部活やめるってよ,剧情,7.9,28957,26.4%,47.7%,22.5%,2.7%,0.7%,日本,1274443,1185637,1275733,1022858,1324960,1327412,1326402,1315181,1319077,1325630,1320978,"https://ia.media-imdb.com/images/M/MV5BMDE4YjdhNTAtZTQ0Ni00ODlmLWFkYjItMzkyYTFhOTgxNWE4XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR2,0,182,268_AL_.jpg"
