,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),3754382,Modern Family             ,摩登家庭 第一季 Modern Family Season 1,喜剧,家庭,9.4,60563,72.2%,23.6%,3.8%,0.3%,0.1%,美国,1004620,1000065,1049652,1027262,1031819,1312983,1022735,1036376,1055987,1025048,"https://ia.media-imdb.com/images/M/MV5BMTI5MjUyYjUtMzhmOC00NTc3LWIzMTctMTVlOTA2NjI2NDU2XkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
