,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,poster
0,(2011),4206357,The Girl with the Dragon Tattoo (2011) ,龙纹身的女孩 The Girl with the Dragon Tattoo,剧情,悬疑,惊悚,犯罪,8.0,158180,26.1%,51.6%,20.3%,1.7%,0.3%,美国,瑞典,挪威,1012521,1025175,1274969,1036321,1017918,1025293,1002676,1000669,1013795,1010653,1049703,1156767,1087254,1017862,1163221,1129448,1333170,1086870,1322592,1370924,1370925,1013928,1062979,1099022,1342121,1276058,1370926,1370927,1370928,1106152,1108758,1370929,1057935,1370931,1316102,1067776,1149885,1189147,1083285,1032370,1022626,1036743,1370930,"https://ia.media-imdb.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
