,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2013),6791750,Kaze tachinu (2013) ,起风了 風立ちぬ,剧情,爱情,动画,传记,7.8,108320,26.1%,43.6%,27.1%,2.8%,0.6%,日本,1054439,1059748,1315625,1001042,1039379,1330791,1046471,1051745,1045964,1041791,1129062,1001242,"https://ia.media-imdb.com/images/M/MV5BZGZkNWQ1ZDQtMjYzNy00NmYxLWEwMDEtNjY2Y2U2ZWEyOGQ5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
