,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2016),3868141,Bridget Jones's Baby (2016) ,单身日记：好孕来袭 Bridget Jones's Baby,喜剧,爱情,7.3,33160,17.4%,38.6%,36.7%,6.3%,1.0%,英国,美国,法国,爱尔兰,1290729,1054418,1031223,1013769,1019049,1054514,1036426,1355940,1110391,1017992,1346147,1036553,1327267,1352422,1075239,1134765,1345263,"https://ia.media-imdb.com/images/M/MV5BMjQyMTI0MjIyOV5BMl5BanBnXkFtZTgwMzEyMjQ1ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
