,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2016),7062596,Chang jiang tu (2016) ,长江图,剧情,爱情,6.8,22700,11.1%,33.7%,40.6%,11.5%,3.1%,中国大陆,1302029,1274463,1318720,1319361,1319187,1275687,1275506,"https://ia.media-imdb.com/images/M/MV5BMDU5OTE5NWItZGRjYi00ZDRmLTgwNDUtOTk4NTM3MDRiM2E3XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
