,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,poster
0,(2011),10537919,Knallerfrauen             ,屌丝女士 第一季 Knallerfrauen Season 1,喜剧,8.3,56493,41.0%,37.4%,16.7%,3.2%,1.7%,德国,1202797,1318738,1318824,1318630,"https://ia.media-imdb.com/images/M/MV5BMzRjYzZlMTYtZjJmYi00YzlhLTg1YjgtMzkxMzE5ZmM1NzUxXkEyXkFqcGdeQXVyMjU0OTAwMDc@._V1_UY268_CR4,0,182,268_AL_.jpg"
