,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2011),4896263,Jiang Ai (2011) ,将爱情进行到底,剧情,爱情,6.6,179603,8.5%,30.7%,45.7%,12.1%,3.1%,中国大陆,1275554,1030006,1000571,1274550,1019343,1312750,1314327,1340841,1275298,1314039,1274265,1319504,1322670,1337942,1163713,"https://ia.media-imdb.com/images/M/MV5BYTAyN2JlYTQtMGQzNC00OWI1LWE2MGUtZThlNzQ4NjA1NGI1XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR3,0,182,268_AL_.jpg"
