,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2010),4237879,Ren zai jiong tu (2010) ,人在囧途,喜剧,7.5,310812,15.4%,47.5%,32.8%,3.6%,0.7%,中国大陆,1275004,1274297,1274388,1018820,1027770,1274978,1275455,1316146,1319314,1047001,"https://ia.media-imdb.com/images/M/MV5BYTk3YzgwYzQtYzkwNC00ZmU0LWIyYjctY2U0ZTVjZDE5ZGQwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
