,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,poster
0,(2012),6124012,Si da ming bu (2012) ,四大名捕,动作,爱情,悬疑,武侠,古装,5.0,73211,2.7%,8.8%,40.0%,32.8%,15.6%,中国大陆,香港,1274245,1274236,1274235,1049732,1032940,1022821,1050076,1274286,1275317,1160170,1196361,1313603,1315866,1313726,1315882,1313869,1037662,1327729,1336304,1043564,1275419,1317982,1314329,1357821,1390449,1356952,1351244,1331015,1390450,"https://ia.media-imdb.com/images/M/MV5BMjE4NjU3MTE0NF5BMl5BanBnXkFtZTgwODk2NjI2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
