,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),3897667,Yao tiao shen shi (2009) ,窈窕绅士,喜剧,爱情,6.1,59181,3.8%,20.4%,55.4%,16.9%,3.5%,中国大陆,1274970,1053581,1041368,1274971,1275651,1270480,"https://ia.media-imdb.com/images/M/MV5BODM2NzM2MmMtMTliMy00NDRiLWEzYzgtNTAxODhhNDlhMWE2XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
