,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2010),4249355,The Man from Nowhere (2010) ,孤胆特工 아저씨,剧情,动作,惊悚,犯罪,8.1,122484,29.5%,47.7%,20.5%,1.9%,0.4%,韩国,1313067,1016665,1274858,1313068,1313069,1321571,1158386,1330696,1327144,1359475,1350443,1320516,1314553,"https://ia.media-imdb.com/images/M/MV5BMDhjZjc2M2YtZGYxZi00Yjc0LWFjMjktNzQ3OGIxOTc2YjY3XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY268_CR2,0,182,268_AL_.jpg"
