,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),6872273,Man tam (2013) ,盲探,喜剧,爱情,悬疑,惊悚,犯罪,7.1,135882,10.3%,42.9%,38.6%,6.6%,1.6%,中国大陆,香港,1160186,1054424,1023284,1274274,1018980,1317348,1330484,1038772,1330485,1274279,1317884,"https://ia.media-imdb.com/images/M/MV5BOTcxNDIxYzktNjU1ZC00Y2E5LWE2NGItMjdlYzg4ZjBmNDk1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
