,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2011),6393127,Sai de ke · ba lai: Cai hong qiao (2011) ,赛德克·巴莱(下)：彩虹桥 賽德克·巴萊(下)彩虹橋,剧情,历史,战争,8.7,49667,49.9%,37.7%,11.1%,1.0%,0.3%,台湾,1300587,1314142,1032562,1312865,1023805,1316654,1045426,1316578,"https://ia.media-imdb.com/images/M/MV5BODEyMzQ1NzE2NF5BMl5BanBnXkFtZTcwNjU0MDE2Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
