,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,poster
0,(2014),7155005,Turist (2014) ,游客 Turist,剧情,家庭,7.4,13862,15.1%,48.0%,31.8%,4.2%,0.9%,瑞典,法国,挪威,丹麦,1332211,1346488,1346489,1330897,1022757,"https://ia.media-imdb.com/images/M/MV5BNmEwMDlmOTAtNGE1NC00ZjA2LWExYzUtYWY2N2E1MmI3MjgwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
