,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,poster
0,(2009),3562827,Taking Woodstock (2009) ,制造伍德斯托克音乐节 Taking Woodstock,剧情,喜剧,音乐,7.7,18587,20.2%,48.5%,28.4%,2.5%,0.3%,美国,1054421,1018107,1013856,1099473,1027151,1027317,1036438,1044708,1000002,1022716,1040998,1100110,1076329,1361445,1361446,1324202,1098659,1366881,1041453,1361448,1105435,1363400,1027602,1390148,1314810,1036570,1134476,1027546,1049946,1045210,1028820,1316589,1346151,1335094,1121249,1322838,1313081,1379840,1027774,1000094,"https://ia.media-imdb.com/images/M/MV5BNzE5NDYzM2YtMjlhMS00Yjc5LWFhZWUtNjQ4ODVhZTQ4OTFkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
