,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,poster
0,(2011),4709671,J. Edgar (2011) ,胡佛 J. Edgar,剧情,同性,传记,历史,犯罪,7.1,33000,9.5%,42.0%,44.2%,3.9%,0.4%,美国,1054436,1041029,1016675,1054384,1049997,1017919,1040534,1044732,1013900,1041136,1099400,1098686,1019014,1096159,1098942,1009416,1135790,1314617,1230796,1363850,1025139,1090126,1057312,1152605,1022702,1363848,1329230,1009681,1345306,1317497,1363851,1147161,1255561,1322266,1045624,"https://ia.media-imdb.com/images/M/MV5BMTc0NDM4ODU2Nl5BMl5BanBnXkFtZTcwNzQ0NTg4Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
