,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,poster
0,(2009),3805953,Bu neng mei you ni (2009) ,不能没有你,剧情,家庭,8.3,28940,33.2%,48.9%,16.5%,1.1%,0.3%,台湾,1023718,"https://ia.media-imdb.com/images/M/MV5BOTZiNjM3MDMtY2JmYS00N2IxLWIzZTctMzRjOWE5ODA4NmE5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
