,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2014),4824512,How to Train Your Dragon 2 (2014) ,驯龙高手2 How to Train Your Dragon 2,喜剧,动画,家庭,奇幻,冒险,7.9,139100,24.4%,47.7%,25.5%,2.1%,0.4%,美国,1018302,1002664,1054441,1040500,1048146,1000055,1036302,1257926,1248294,1022588,1044880,1314989,1341318,1331786,1340490,1049987,1338915,1299128,"https://ia.media-imdb.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
