,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2011),4035906,The Three Musketeers (2011) ,三个火枪手 The Three Musketeers,动作,爱情,冒险,6.7,45294,7.1%,30.8%,51.2%,9.4%,1.4%,法国,美国,英国,德国,1031921,1025138,1025154,1276136,1054405,1040529,1019007,1053583,1274500,1008069,1017966,1315804,1315211,"https://ia.media-imdb.com/images/M/MV5BMTM3OTc2OTM2OF5BMl5BanBnXkFtZTcwMDM1MjU1NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
