,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),4769314,Downton Abbey             ,唐顿庄园  第一季 Downton Abbey Season 1,剧情,9.2,102890,66.4%,29.2%,4.1%,0.2%,0.1%,英国,美国,1303301,1048447,1173407,1041224,1036721,1315439,1273698,1077385,1072602,1314344,1308224,1027527,1018190,1013798,1010588,1115951,1317282,"https://ia.media-imdb.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR3,0,182,268_AL_.jpg"
